content,label
各种海水淡化方法的投资费用和运行费用相比究意怎样,1
海水淡化方法很多沿用至现在其投资费用和运行费用究竟是怎样是大家关心的问题由于国内海水淡化规模较小应用时间也不长所以目前还无法得到这方面的统计数据现将国外的各种淡化法费用列表如下,0
各种淡化法的费用,0
注为多级闪蒸为多效蒸馏为压汽蒸馏为电渗析为反透过,0
由上表可以看出反渗透海水淡化装置其投资费用和运行费用为最低目前海水反渗透淡化工厂大多建在高温干旱的中东产油国其中沙特阿拉伯的,0
淡化厂为目前世界上最大的工厂它的第一期工程建成于年月第二期工程建成于年月二期工程的淡化能力各为,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
投资费用,0
,0
高温,0
低温,0
,0
,0
,0
运行费用,0
,0
高温,0
低,0
,0
,0
年的费用,0
,0
,0
折算到年,0
,0
,0
年,0
,0
,0
容量,0
方法,0
海水反渗透淡化对引水和预处理有何要求,1
海水中有很多浮游生物和悬浮物直接自海表层中取水这些杂质易给水的预处理带来困难较理想的引水体系是在海岸附近钻井自海水井中取水因为通过地下地层过滤海水已得到了极好的机械净化从海水井得到的进水悬浮物和有机物含量少溶解氧浓度低溶解氧会使膜受到损伤并增加设备的腐蚀而海水井的水生物活性低季节变化对水温的影响小甚至可避免这样就大大减少了对预处理的要求,0
海水反渗透除盐进水的杂质所引起的问题及预处理方法综合列于下表中,0
用于海水及苦咸水除盐的预处理方法,0
加酸或碱石灰,0
若不控制在允许的操作范围内膜将受损伤,0
,0
投用亚硫酸氢钠真空除气,0
氧会损坏某些膜氧可增加腐蚀,0
溶氧,0
活性炭过滤若使用阳离子聚合物聚凝剂可减少腐殖之类有机物对膜的污染,0
吸附在膜面上可引起通量下降某些高分子量有机物可絮凝成胶体,0
有机物,0
氧化成硫酸盐空气吹扫,0
不能用膜脱除,0
硫化氢,0
投加亚硫酸氢钠,0
用活性炭过滤,0
为消毒而投加的氯对很多膜有损坏作用,0
氯,0
氯化间歇式或连续加入,0
亚硫酸氢钠间歇式或连续加入处理臭氧投加,0
对藻类浮游生物投加氯铵,0
膜面上形成黏液层引起通量下降某些膜如醋酸纤维素会被微生物降解,0
微生物,0
絮凝后用脱除,0
胶体污染膜能量下降,0
胶体黏泥,0
铁的胶体化合物,0
在低水回收率下操作使其中成垢物浓度不超过饱和溶解度加入酸或鳌合剂以防沉淀加入可溶性组分以进行化学沉淀如石灰软化加入抗垢剂如,0
砂滤以脱除,0
膜被沉淀或结垢所污染引起能量下降,0
,0
,0
,0
砂滤多滤材过滤絮凝过滤微孔过滤筒超滤,0
膜被粒子污染引起能量下降,0
悬浮固体,0
预处理方法,0
问题,0
组分,0
为六偏磷酸钠,0
间歇式加入是指每以浓度投氯连续投氯是指连续投入氯使进水中氯浓度保持,0
在大多数情况下加入就够了,0
,0
余氯浓度为投加亚硫酸以与之反应,0
近年用微滤超滤作为除盐进水预处理的研究和应用已有很多报道以作为海水淡化的预处理与常规表面水处理相比在经济上具有很强的竞争能力,0
沙特阿拉伯的海水反渗透工厂的工艺流程怎样,1
,0
工厂期期工程生产能力各为总生产能力达到,0
期工程性能如下表所示,0
期,0
期工程的性能测定时间年月,0
,0
,0
,0
期,0
,0
,0
,0
,0
,0
,0
,0
,0
透过液,0
透过液,0
投产运行时间,0
膜的平均年更换率,0
设计规定值,0
期,0
期,0
项目,0
取自红海表面下深处的海水经拦污栅和带式移动筛除去较大的碎屑浮游生物等进入海水蓄水池池内加入次氯酸钠灭菌以防体系受细菌和海藻污染次氯酸钠由电解氯化装置制造氯化灭菌后的海水在进入双介质过滤器前还需加入絮凝剂以加强过滤作用底上为碎石层上面为无茵煤及砂层每期工程使用只依次每天有一只进行反冲洗即每只两周清洗一次,0
从出来的过滤水进入中间贮槽在泵入微保安过滤器之前先加调以防结垢和膜降解经脱除的粒子是对高压泵及膜组件的最后保护线产生的淡水最后加次氯酸钙和石灰水以灭菌调防止配送水管道的腐蚀,0
我国西部地区典型的水质情况怎样,1
我国西部陕西甘肃宁夏青海新疆五省区幼稚病终年干旱少雨是属于国内最为严重的缺水区地表水和浅井水是西部省区主要饮用水资源除新疆外流经以上四省区的黄河水携带大量泥沙溶解大量杂质水源补给水再加三废污染的影响所以西部地区地表水多为水质已有不同程度污染的苦咸水地下水几乎都是高矿化高氟苦咸水下列两表为西部地区典型水质,0
中国西部省区地表水典型水质主要指标,0
中国西部省区地下水典型水质主要指标,0
,0
,0
,0
,0
,0
,0
,0
,0
水化学类型,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
值,0
,0
,0
,0
,0
,0
,0
,0
,0
总硬度以计,0
,0
新疆塔里木河,0
甘肃环江河庆阳段,0
陕西洛河吴旗段,0
水源,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
水化学类型,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
值,0
,0
,0
,0
,0
,0
,0
,0
,0
总硬度以计,0
,0
新疆若羌,0
井水,0
青海茫崖,0
井水,0
宁厦银川,0
井水,0
甘肃陇东,0
米井水,0
陕西朝邑,0
米井水,0
水源,0
苦咸水作为饮用水不仅影响居民身体健康同时又制约着人类的社会经济活动因此选用适当技术措施净化淡化苦咸水就地制取符合卫生标准的生活饮用水和工业用水是当前迫切需要解决的问题,0
用电渗析法进行苦咸水淡化存在哪些问题,1
世纪年代美国英国开始将电渗析法用于苦咸水淡化年代我国在苦咸水淡化方面应用得到迅速发展中国西部省区油田几乎都用电渗析法制取生活饮用水至今仍有不少单位在使用长期困扰人们的生活饮用水问题初步得到解决但是电渗析法在苦咸水淡化工程中也有其局限性由于电渗析法的除盐率不是很高尤其对耗氧量氨氮及硅的去除率仅但由于原水中上述指标含量较低去除率虽低仍能满足生活饮用水卫生要求但电渗析对型和型水去除率较低而苦咸水中和均较高因此很难满足生活饮用水卫生要求此外由于电渗析不能去除水中有机物和细菌加之设备运行能耗及水耗均较大电极腐蚀和膜污染问题未获彻底解决使之维修工作较困难以上因素均影响了电渗析在苦咸水淡化中的应用而逐渐被反渗透装置取而代之,0
嵊泗镇的海水淡化装置的工艺流程怎样,1
我国浙江嵊泗镇采用反渗透装置海水淡化海水取自海滩沉井海水预处理有发生器杀灭微生物台自动加药分别投加混凝剂还原剂阻垢剂调,0
设计海水取水量产水量淡水水质淡水回收率实际运行时海滩沉井海水及淡化水的水质如下,0
长岛苦咸水淡化站的工艺流程是怎样的,1
我国山东长岛县南长山岛苦咸水淡化站的原水是地下的井水浑浊度度值总硬度以计总溶解固体水温,0
预处理水量污染指数余氯反渗透采用卷式组件为海洋局杭州水处理中心研制型号操作压力产水量除盐率水回收率水质达到饮用水标准,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
电导率,0
,0
值,0
总碱度以计,0
总硬度以计,0
,0
,0
淡化水,0
海滩沉井海水,0
项目,0
第四章炉水处理,0
为什么要严格控制锅炉给水水质,1
严格控制锅炉给水的水质有着十分重要的意义它是防止热力系统设备的结垢腐蚀和积盐的必要措施并对锅炉安全经济运行提供有力的保证对锅炉给水水质进行严格监督的目的具体地说有三条防止结垢如果进入锅炉的水质不符标准而又未及时正确处理则经一段时间运行后在和水接触的受热面上会生成一层固体的附着物水垢由于水垢的导热性能很差比金属要相差几百倍因此使得结垢部位温度过高引起金属强度下降局部变形产生鼓泡严重的还会引起爆裂事故危及安全运行结垢还会严重影响锅炉换热效果大大地降低锅炉运行的经济性如在省煤器中结有厚水垢燃料就得多耗由于结垢会使汽轮机凝汽器内真空度降低从而使汽轮机的热效率和出力降低严重时甚至要被迫停产进行检修因此控制水质防止结垢十分重要防止腐蚀锅炉给水水质不良会造成省煤器水冷壁给水管道加热器过热器以及汽轮机冷凝器等的腐蚀腐蚀不仅要缩短设备的使用寿命造成经济损失同时腐蚀产物又会黑心入水中污染水质从而加剧了受热面的结垢结垢又促进了垢下腐蚀造成腐蚀和结垢的恶性循环防止积盐锅炉给水中的超量杂质和盐分随蒸汽带出而沉积于过热器和汽轮机中这种现象称为积盐过热器的积盐会引起金属管壁过热甚至爆裂汽轮机内积盐会降低出力和效率严重的会造成事故,0
由上可见对于锅炉给水水质的严格控制是十分必要的,0
什么叫锅炉补给水给水凝结水疏水工艺冷凝水炉水,1
补给水是指原水经净化处理后用来补充锅炉汽水损失的水补给水按其净化方法可分为软化水蒸馏水和除盐水,0
给水是指送进锅炉的水给水通常由补给水凝结水及工艺冷凝水等组成,0
凝结水是指在汽轮机中作完功后的蒸汽经冷凝而成的水有的称透平冷凝水或蒸汽冷凝液,0
疏水是指各种蒸汽管道和用汽设备中的蒸汽凝结而成的水,0
工艺冷凝水是指蒸汽用户返回的蒸汽冷凝水,0
炉水是指在锅炉本体系统中流动的水,0
什么是低压中压高压和超高压锅炉对水质要求及控制方法上有何区别,1
所谓低压中压高压超高压锅炉是由锅炉产生蒸汽的压力大小不同而划分的按照表压力分等级如下,0
低压锅炉,0
中压锅炉,0
高压锅炉,0
,0
超高压锅炉,0
亚临界锅炉,0
高临界锅炉,0
由于锅炉的工作压力不同对于水质要求以及控制方法上也有不同工作压力越高的锅炉对水质的要求也越高控制也越严水质控制的目的是防止锅炉及其附属水汽系统中的结垢和腐蚀确保蒸汽质量汽轮机的安全运行并在保证上述条件下减少锅炉的排污损失提高经济效益低压锅炉可以在炉内水处理但目前一般是采用炉外水处理的方式以软化水作为补充水中压锅炉及部分高压锅炉通常采用脱碱除硅除盐和钠离子交换中压锅炉后的软化水作为补充水而在炉内主要采用磷酸盐处理对于高压及亚临界汽包锅炉现在一般都是用化学除盐水补给而在炉内采用磷酸盐处理或是挥发性处理对于直流锅炉必须采用鍕发性值的调节等也因锅炉压力的提高而要求更严,0
什么是汽包锅炉直流锅炉超临界锅炉和废热锅炉,1
汽包锅炉锅炉给水经省煤器提高水温后进入汽包然后由下降管经下联箱进入上升管即水冷壁或炉管在上升管中吸收炉膛里的热量成为汽水混合物又回到汽包中水汽混合物在汽包中进行汽水分离分离出的饱和蒸汽导入过热器内被加热为过热蒸汽送往作功这一类型炉称汽包锅炉,0
直流锅炉是从管束的一端供水并经长束管子内加热蒸发加热然后在管的另一端产生过热蒸汽的锅炉,0
超临界锅炉工作压力超过的锅炉在临界压力下汽水的密度差等于零因此无法像汽包锅炉那样利用汽水的密度差建立压头进行自然循环流动只有用直流锅炉型式依靠外部动力如水泵进行强制循环流动所以超临界锅炉实际上都是直流锅炉废热锅炉是利用各种工艺过程所产生的废热作为热源来生产蒸汽或热水的锅炉,0
锅炉给水与炉水有哪些控制项目,1
锅炉给水与炉水的控制项目是根据锅炉工作压力的不同而异,0
低压锅炉的给水与炉水控制项目,0
低压锅炉的给水控制项目,0
悬浮物总硬度值含油量等,0
低压锅炉的炉水控制项目,0
总碱度值,0
中高压锅炉的给水与炉水控制项目,0
给水控制项目,0
硬度溶解氧铁铜钠二氧化硅值联氨油等,0
炉水控制项目,0
总含盐量值氯离子磷酸根,0
为什么水未经除盐处理不能用做锅炉给水,1
锅炉给水要求一定纯净的水质以确保锅炉的安全经济运行所以要经除盐处理这是因为未经除盐处理的水中除含有少量悬浮杂质外还存在等阳离子和等阴离子所组成的溶解盐类及等气体杂质这些杂质随水进入锅炉中会在锅炉及蒸汽系统中产生以下危害,0
等气体在给水管路和热力设备中造成腐蚀,0
含有溶解盐类的水进入锅炉受热后水不断被蒸发盐类逐渐浓缩超过其浓度积而析出产生沉积物又由于钙镁盐类的溶解度随温度升高而降低及碳酸氢盐受热分解产生沉积物反应式如下,0
,0
,0
由于上述原因盐类物质在锅炉系统中极易生成水垢或水渣水垢的热导率只有金属的几十至几百分之一从而导致锅炉受热面热阻增加使受热面受热不匀或局部过热直至爆管的危险这样就使设备寿命缩短燃料消耗高,0
污染蒸汽盐类及杂质进入锅炉系统后由于水滴携带或蒸汽的溶解携带水中钠盐硅酸盐的气体杂质会带入蒸汽系统锅炉的压力等级越高携带量越大这些杂质会造成热力设备的腐蚀盐类物质会沉积在蒸汽通过的各个部位如过热器汽轮机等影响机组的安全经济运行,0
由于上述原因未经除盐处理的水不能作为锅炉给水,0
给水处理是根据锅炉压力等级的不同而有所不同等级越高对给水的纯度要求越高用于低压锅炉的给水要经过软化处理或部分除盐处理主要是除去水中的硬度通常是以型或型离子交换树脂软化或石灰软化法处理对于中压以上锅炉的给水要经过化学除盐处理对于中压以上锅炉的给水要经过化学除盐处理将水中的阳离子如和阴离子中的等以及溶解气体全部除去或降低到一定程度通常采用离子交换或膜分离技术等方法,0
什么是水垢和水渣,1
由于炉水水质的不良在经过一段时间的运行之后与水接触的受热面上会形成一层固态附着物这就是水垢但从炉水中析出的固体物质有时还会呈悬浮状存在或者是以沉渣状态沉积在汽包和下联箱底部等流速缓慢处这些呈悬浮状态和沉渣状态的物质就称为水渣,0
常见的锅炉水垢有哪些,1
常见的锅炉水垢主要有种,0
碳酸盐水垢主要成分是钙镁的碳酸盐以碳酸钙为主有时高达以上,0
硫酸盐水垢主要成分是常达以上,0
磷酸盐水垢主要成分是,0
硅酸盐水垢主要成分是有时达以上,0
混合水垢是各种水垢的混合物,0
常见水垢可能存在的组分如下,0
方解石结晶形,0
方解石结晶形,0
硬石膏,0
单硅钙石,0
,0
硬硅钙石,0
硅灰石,0
,0
羟钙石,0
磷钙土碱度低时产生,0
锥辉石,0
查明水垢及其组分就可以采取有效的预防措施,0
锅炉水渣的组成是怎样的,1
锅炉水渣的组成有碳酸钙氢氧化镁蛇纹石铁的氧化物碱式磷灰石氢氧化铁碱式碳酸镁,0
磷酸镁镁橄榄石和铜的氧化物等知道水渣的组成垢就可以制定防止措施,0
为什么要监督锅炉给水的硬度,1
硬度超标的水容易在锅炉中结垢钙镁的碳酸盐因受热分解由易溶盐转化为难溶盐从中析出,0
,0
,0
,0
随着炉水水温升高部分反常溶解度盐类如的溶解度下降又因炉水不断被蒸发浓缩使硬度所形成的盐类也相应浓缩成垢,0
为了防止锅炉系统和给水系统中生成钙镁水垢以及避免增加炉内磷盐处理的用药量不使锅炉水中产生过多的水渣为此要监督锅炉给水的硬度以硬采取有效措施控制硬度不得超过指标,0
锅炉给水的硬度为什么有时不合格如何处理,1
锅炉给水硬度不合格的原因主要是组成锅炉给水的补给水凝结水疏水及工艺冷凝水中渗入了杂质使得硬度增大这样水质也会变得浑浊未经除盐处理的水由于阀门等的不严密泄漏至给水系统造成硬度增高,0
处理的方法是加强锅炉水及汽质的监督查明污染的来源及时进行处理同时要对各管线阀门进行检查特别是补给水系统以防止硬水渗入给水中,0
,0
,0
锅炉水质浑浊的原因是什么如何处理,1
锅炉水质浑浊的主要原因与处理方法如下,0
给水水质不合格是什么原因应如何处理,1
给水水质不合格的主要原因如下,0
组成锅炉给水的凝结水硫水工艺冷凝水及补给水漏进杂质使其水质劣化造成水质劣化的原因及处理方法见下表,0
此种情况下要适当增加锅炉排污量,0
锅炉检修后启动的初期或新炉投用时炉水会产生浑浊,0
严格按排污规定进行定期排污调整好排污量,0
锅炉长期未排污或是排污量不够,0
查明来源分别进行处理,0
由于给水水质浑浊或硬度太高,0
处理方法,0
锅炉水质浑浊的主要原因,0
对凝汽器进行堵漏,0
放掉疏水箱中不合格的水查找污染来源并消除之,0
放掉不合格的生产返回水查找污染原因并消除之,0
查找除盐水劣化原因并消除之,0
检修有关水泵,0
凝汽器有泄漏生水漏到凝结水中,0
疏水水质超标,0
工艺冷凝水水质超标,0
除盐水水质劣化,0
有关水泵盘根漏生水,0
组成锅炉给水的凝结水疏水生产返回水及补给水劣化使炉水中含钠量电导率等控制项目超标,0
处理方法,0
原因,0
异常现象,0
由于锅炉连续排污扩容器产生的蒸汽严重带水,0
在通常情况下排污扩容器所产生的蒸汽是返回脱氧器作为加热汽源如果蒸汽中夹带了含盐量较高的排污水必然会造成给水的污染,0
排污扩容器产生蒸汽带水的最大可能是水位过高所以应及时调整排污扩容器的运行方式降低其水位避免蒸汽带水现象的发生,0
未经处理的原水由于阀门等的不严密泄漏到给水系统中也是造成给水水质不合格的原因,0
锅炉给水中带油有什么危害性,1
由于给水中带油会缎带锅炉系统产生严重的危害例如油质附着在炉管管壁上受热的时候就会分解生成热导率很小的附着物只有严重影响管壁的传热造成管壁金属的变形危及炉管安全给水中的油会使炉水形成泡沫及生成水中漂浮的水渣促使蒸汽品质的恶化油沫水滴会被蒸汽带到过热器中受热分解产生热导率很小的附着物导致过热器管的过热损坏,0
锅炉给水中含有铜和铁时有什么危害,1
锅炉给水中含有铜和铁时会在金属受热面上形成铜垢或铁垢由于金属表面与铜垢铁垢沉积物之间的电位差异从而引起了金属的局部腐蚀这种腐蚀一般是坑蚀容易造成金属穿孔或爆裂所以危害性很大因此严格控制给水中铜和铁的含量是防止锅炉腐蚀的必要措施给水中的铜与铁一般来源于凝结水补给水以及生产回水系统因此必须防止以上水系统的腐蚀给水中铜和铁的含量也是作为评价热力系统金属腐蚀程度的依据之一,0
中高压锅炉常用哪些炉内水处理剂其作用如何,1
中高压锅炉常用炉内水处理剂及作用如下表,0
中和形成保护膜,0
防止冷凝水管路因引起的腐蚀,0
,0
,0
,0
,0
氨,0
吗啉,0
环己胺,0
烷基胺,0
其他胺类,0
防止锅炉水起泡沫,0
清泡剂酰胺类醇类等,0
除氧,0
除去给水中的溶解氧防止腐蚀,0
,0
,0
,0
亚硫酸钠,0
亚硫酸氢钠重亚硫酸钠,0
联氨肼,0
丹宁,0
分散淤渣,0
使淤渣分散悬浮在水中容易经排污排出防止结垢,0
,0
合成高分子化合物,0
丹宁,0
木质素,0
淀粉,0
除硬,0
使锅炉水的硬度成分变成不溶性沉淀物防止结垢,0
,0
,0
,0
,0
氢氧化钠,0
磷酸三钠,0
磷酸三钾,0
磷酸氢二钠,0
聚磷酸盐,0
调整值碱度,0
调整锅炉水给水的碱度防止锅炉的结垢和腐蚀,0
,0
,0
,0
,0
,0
,0
,0
,0
氢氧化钠苛性钠,0
碳酸钠苏打,0
磷酸钠磷酸三钠,0
磷酸二氢钠磷酸一钠,0
六偏磷酸钠,0
磷酸,0
三聚磷酸钠,0
硫酸,0
分子式,0
名称,0
作用,0
药剂,0
由于极化淡水室的富集在阴膜浓水一侧因此这滞流层内溶液的值变大呈碱性同时淡水室内的阴离子等迁过阴膜也富集在这里还有浓水室中的硬度离子也被阻挡在这滞流层中这样由于这些正负离子的离子积大于它们组成或的溶度积时就在阴膜浓水室一侧滞流层内产生沉淀或污垢,0
防止和消除极化沉淀有下列方法极限电流法要严格控制电滲析器的工作电流始终低于产生极化时的极限电流从而避免极化的产生倒换电极法定时倒换电极使离子的迁移方向改变从而使浓淡室也相应倒换约小时倒极一次这样即使有轻微沉淀也会得到消除清洗法定期用浓度的盐酸循环清洗小时左右并使沉淀物消除排出拆洗法电渗析器经半年或一年运行之后将装置拆开把隔板和膜片等清洗干净,0
什么叫电渗析的电流密度除盐效率和电流效率,1
电渗析的电流密度是在运行时每单位面积膜所通过的平均电流用下式表示,0
,0
式中电流密度,0
工作电流,0
膜的有效面积,0
除盐效率是表示电渗析法除去水中含盐量的效果是电渗析器的重要技术指标可用下式表示,0
,0
,0
,0
式中电流效率,0
淡水产量,0
工作电流总量,0
常数,0
为什么电渗析器的电极会腐蚀和结垢,1
电渗析器通电之后电极表面就会产生电化学反应在阳极处有初生态氧和产生极水呈酸性具有强烈的氧化作用从而腐蚀电极而在阴极处的极水是呈碱性的当水中有和存在时就会产生和的水垢沉积为此目前采取在钛丝电极外面涂以钌来提高耐腐蚀性能并选择适宜的极框使得极水有足够的流量和湍动作用促使沉积物排出目前国内除上述电极之外还有石墨电极铅板电极和不锈钢电极等,0
如何使用和保存电渗析器的离子交换膜,1
如果是新膜在使用前需要先在清水中浸泡再进行裁膜例如聚乙烯异相膜在使用中会发生阳膜缩短阴膜伸长的现象故最好将膜放在溶液中浸泡然后用清水冲洗后再裁膜这样运行时膜的尺寸变化小,0
如果是已经使用过的旧膜暂不使用时无原则要晾干后存放存放时应平摊避免阳光照射不要受湿不沾油污,0
在运行时水湿不能太低以为宜水温过高膜会溶胀水温过低膜会收缩引起破裂,0
在检修拆装时要防止膜的机械损伤或折裂,0
进出,0
,0
电渗析器开停车时应注意哪些事项,1
电渗析器在开车时应先通水后通电在停车时应先停电后停水,0
浓淡极水的阀门应做到同时缓慢开启要均匀切勿猛开锰关并控制好压力通常使淡水室压力比浓水极水压力高出,0
,0
通电时电压应逐步升高直到电流稳定在工作点为止,0
运行期间应定期测定淡浓极水的流量和压力记录工作电压电流测定原水淡水浓水的电阴率温度定期分析原水浑浊度耗氧量游离氯氯根硬度和含盐量等,0
在暂停运行时应保持膜在湿润状态避免干缩如果长期停运时应将设备解体并按规定保存好各部件,0
什么是频繁倒极电渗析,1
频繁倒极电渗析是具有选择透过性的离子交换膜在外加直流电场的作用下使水中的离子定向迁移并有选择地通过带有不同电荷的离子交换膜从而达到杂质和水分离的过程但由于单向电渗析膜堆内部极化沉淀和阴极区沉淀影响电渗析的正常运行为了克服这个缺陷采取的方法是使电滲析频繁倒电极这就成了频繁倒极电渗析每小时倒电极次这样由于电极的变化有效地破坏了极化层从而防止了因浓差极化引起的膜戴盆望天内部的沉淀结垢也减少了黏性污泥和微生物在膜面上的黏着和积累同时也减少了原来清除沉积物时需使用的酸和防垢剂等的用量减少了环境污染提高水的回收率降低运行和维修费用,0
电渗析有些什么特点,1
电渗析作为膜分离技术有其自己特点,0
能量消耗不大电渗析运行过程中不发生相的变化仅是用电能来迁移水中已解离的离子一般它耗用的电能是和水中含盐量成正比的因此对含盐量以下的水的淡化电渗析被认为是耗能少的比较经济的技术,0
药剂耗量少环境污染小电渗析运行时不需要加入药剂仅在定期清洗时用少量酸输液时不需要高压泵所以和离子交换法比较耗用药剂量少得多因此废酸废碱少,0
操作简便易于向自动化方向发展电渗析通常都是控制在恒定的直流电压下运行运行时只要在恒定电压下控制好浓淡极水的流量和压力定期倒换电极因此易于进行自动化操作,0
设备紧凑占地面积不大水鎏是通过紧固形多膜对电渗析器进行淡化除盐的辅助设备不多所以占地面积小规模较小的可以把辅助设备组合在一起,0
设备经久耐用预处理简便膜和电渗析器的隔板等都是高分子材料制成国外对比的看法认为离子交换膜比反渗透膜抗污染好电渗析器设备材料比蒸馏法所用的金属材料耐腐蚀性强另外由于在电渗析器中水流方向是和膜面平行不像反渗透器中水流要垂直通过膜面所以一般认为电渗析对进水水质指标要求没有反渗透那样高,0
水的利用率高排水处理容易电渗析器进水中的浓水和极水可以考虑循环使用或套用所以水的利用率高,0
设备规模除盐浓度的范围适应性大从小型到大型的不同隔板的组装形式和多台的串联并联可以适应不同大小的水处理规模和除盐程度的要求,0
电渗析存在的主要缺点是耗水量较大电极的腐蚀和结垢问题未获彻底解决有机物对膜的污染常使除盐率迅速下降,0
选用电渗析时要注意哪些问题,1
电渗析是利用电能来迁移离子进行膜分离的当水中含盐量较低时水的电阻率就较高此时电渗析器的极限电流值也较小电渗析运行易于产生极化因此一般认为水中含盐量小于时不宜用电渗析除盐换言之电渗析器出口淡化的含盐量不宜低于不像离子交换法可以深度除盐获得超纯水,0
电渗析对离解度小的盐类和不离解的物质难以云除例如对水中的硅酸就不能去掉对碳酸根的迁移率就小一些对不离解的有机物就去除不掉不像离了交换法可以去除硅酸盐不像反渗透去除物质的范围要广泛得多,0
某些高价金属离子和有机物会污染离子交换膜降低除盐效率,0
电渗析器是由几十到几百张极薄的隔板和膜组成部件多组装较繁一个部件局部出问题即要影响到整体,0
电渗析是使水流在电场中流过当施加到一定电压后靠近膜面的水的滞流层中电解质的含量变得极小从而水的离解度增大易产生极化结垢和中性扰乱现象这是电渗析运行中较难掌握又必须重视的问题,0
对进入电滲析器的水质有何要求,1
进入电渗析器的水质根据电渗析技术国标中规定了七项指标具体如下,0
水温,0
耗氧量高锰酸钾法,0
游离氯,0
铁,0
锰,0
浑浊度隔板,0
隔板,0
淤泥密度指数值,0
什么是电去离子净水技术,1
电云离子净水技术是一种将电渗析和离子交换树脂相结合的除盐新工艺我国也称填充床电渗析,0
电去离子净水技术就是在电渗析器的淡水室中填装阴阳离子混合离子交换树脂将电渗析和离子交换结合在一个装置中成为一个联合体,0
由于淡水室中离子交换剂的颗粒不断地发生交换作用与再生作用而构成了离子通道活跃的离子活动使淡水室的电导率大大增加从而减弱了电渗析的极化现象提高了电渗析器的极限电流达到了水质的高度净化此外由于淡水室填装了离子交换剂使淡水室中的水流速度要比普通电渗析中的大大增加而且离子交换剂颗粒又起着滚动搅拌作用促进了离子的扩散改善了水力学状况也导致淡水室电导率的增加,0
除盐工艺过程如下在外电场的作用下水中电解质离子通过离子交换膜阴阳膜进行选择性迁移的电渗析过程阴阳混合离子交换剂上的和对水中电解质离子的离子交换过程从而加速去除淡水室中的离子电渗析的极化过程所产生的和离子交换剂进行了电化学再生过程这一过程既能保证高质量的纯水又能达到离子交换剂的自行再生,0
电渗析与混合离子交换两者错综地结合一起的电去离子过程既利用离子交换深度除盐克服了电渗析过程因发生浓差电极化作用而除盐不彻底又利用电渗析的极化作用发生电离产生的和来实现离子交换剂的自身再生克服了离子交换失效后通常需要化学再生剂来进行再生的缺点从而使基本上能够去除水中的全部离子为制备纯水超纯水等创造条件,0
如何测定污染指数或淤泥密度指数,1
污染指数或淤泥密度指数是表示进反渗透水中悬浮物胶体物质的浓度和过滤特性是反渗透进水检测指标之一以确保反渗透的安全运行,0
水样的压力为条件下通过一标准过滤器过滤器直径为内装孔径的滤膜将开始通水时流出水所需要的时间记录下来继续通水后再记下通入水所需要的时间总的测试时间为则污染指数或淤泥密度指数用下计算,0
或,0
值越大水质越差对进入卷式反渗透组件水的污染指数以不大于为宜,0
,0
,0
,0
,0
反渗透除盐原理是什么反渗透膜如何分类,1
反渗透是世纪年代发展起来的一项新的薄膜分离技术是依靠反渗透膜的压力下合溶液中的溶剂与溶质进行分离的过程,0
要了解反渗透法除盐原理先要了解渗透的概念渗透是一种物理现象当两种含有不同浓度盐类的水如用一张半渗透性的薄膜分开就会发现含盐量少的一边的水分会透过膜渗到含盐量高的水中而所含的盐分并不渗透这样逐渐把两边的含盐浓度融和到均等等为止然而要完成这一过程需要很长时间这一过程也称为自然渗透但如果在含盐量高的水侧试加一个压力其结果也可以使上述渗透停止这时的压力称为渗透压力如果压力再加大可以使水向相反方向渗透而盐分剩下因此反渗透除盐原理就是在有盐分的水中如原水施以比自然渗透压力更大的压力使渗透向相反方向进行把原水中的水分子压到膜的另一边变成洁净的水从而达到除去水中盐分的目的这就是反渗透除盐原理,0
目前反渗透膜如以其膜材料化学组成来分主要有纤维素膜和非纤维素膜两大类如按膜材料的物理结构来分大致可分为非对称膜和复合膜等,0
在纤维素类膜中最广泛使用的是醋酸纤维素膜简称膜该膜总厚度约为其表皮层的厚度约为表皮层中布微孔孔径约故可以滤除极细的粒子而多孔支撑层中的孔径很大约有几百故该种不对称结构的膜又称为非对称膜在反渗透操作中醋酸纤维素膜只有表皮层与高压原水接触才能达到预期的脱盐效果决不能倒置,0
